央视频道,#genre#
CCTV5体育,http://112.86.202.37:8112/JSBC_iptv/C10000221@JSBC
CCTV5体育,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv5&zy.m3u8
CCTV5+体育赛事,http://122.96.52.98:8006/JS_CUCC/G_CCTV-5PLUS-CQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEp4x3ZVhpAE%2BHYVoOre4TusAXe%2BeZvUgolzXkq%2By75Rg
CCTV5+体育赛事,http://112.86.202.37:8112/JSBC_iptv/C10000040@JSBC
CCTV5+体育赛事,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv5p&zy.m3u8
CCTV6电影,http://122.96.52.98:8006/JS_CUCC/G_CCTV-6-CQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEuwxwaoCGJY2cCtI9leQXrQu0HPDaI8IXtpvkDaFJ1bH
CCTV6电影,http://112.86.202.37:8112/JSBC_iptv/C10000222@JSBC
CCTV6电影,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv6&zy.m3u8
CCTV7国防军事,http://122.96.52.98:8006/JS_CUCC/G_CCTV-7-HQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEo%2FnZmofd%2BrCFtc8Q50vu3Au0HPDaI8IXtpvkDaFJ1bH
CCTV7国防军事,http://112.86.202.37:8112/JSBC_iptv/C10000403@JSBC
CCTV7国防军事,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv7&zy.m3u8
CCTV8电视剧,http://122.96.52.98:8006/JS_CUCC/G_CCTV-8-CQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEsFjysg6lHm9n5%2FvwbWNDQ0u0HPDaI8IXtpvkDaFJ1bH
CCTV8电视剧,http://112.86.202.37:8112/JSBC_iptv/C10000223@JSBC
CCTV8电视剧,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv8&zy.m3u8
CCTV9纪录,http://122.96.52.98:8006/JS_CUCC/G_CCTV-9-HQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtElGagliwFIk%2BluGBbGdVUbc02fQ712gaPW1S8iZfrxPb
CCTV9纪录,http://112.86.202.37:8112/JSBC_iptv/C10000042@JSBC
CCTV9纪录,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv9&zy.m3u8
CCTV10科教,http://122.96.52.98:8006/JS_CUCC/G_CCTV-10-HQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtErwM4PQmmUbDAbEG18NJ7ON4LedphZzylPEmlN2UDQol
CCTV10科教,http://112.86.202.37:8112/JSBC_iptv/C10000119@JSBC
CCTV10科教,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv10&zy.m3u8
CCTV11戏曲,http://122.96.52.98:8006/JS_CUCC/G_CCTV-11-HQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEglwOR0THVROxuCQpsWEgp14LedphZzylPEmlN2UDQol
CCTV11戏曲,http://112.86.202.37:8112/JSBC_iptv/C10000402@JSBC
CCTV11戏曲,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv11&zy.m3u8
CCTV12社会与法,http://122.96.52.98:8006/JS_CUCC/G_CCTV-12-HD.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEvskw9SxptiBzf0Vc8ipYKN4LedphZzylPEmlN2UDQol
CCTV12社会与法,http://112.86.202.37:8112/JSBC_iptv/C10000120@JSBC
CCTV12社会与法,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv12&zy.m3u8
CCTV13新闻,http://122.96.52.98:8006/JS_CUCC/G_CCTV-13-HQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEkjL6a8QWp3FPxxMdEg8%2F3R4LedphZzylPEmlN2UDQol
CCTV13新闻,http://112.86.202.37:8112/JSBC_iptv/C10000232@JSBC
CCTV13新闻,http://112.86.202.37:8112/JSBC_iptv/C10000443@JSBC
CCTV13新闻,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv13&zy.m3u8
CCTV13新闻,http://74.91.26.218:82/live/cctv13hd.m3u8
CCTV14少儿,http://122.96.52.98:8006/JS_CUCC/G_CCTV-14-HD.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEo3RDHuXMRWK8VyFam4v%2FtV4LedphZzylPEmlN2UDQol
CCTV14少儿,http://112.86.202.37:8112/JSBC_iptv/C10000121@JSBC
CCTV14少儿,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv14&zy.m3u8
CCTV15音乐,http://122.96.52.98:8006/JS_CUCC/G_CCTV-15-HQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEr2cMh1na7Xi9YCb22Tii5B4LedphZzylPEmlN2UDQol
CCTV15音乐,http://112.86.202.37:8112/JSBC_iptv/C10000404@JSBC
CCTV15音乐,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv15&zy.m3u8
CCTV16奥林匹克,http://122.96.52.98:8006/JS_CUCC/G_CCTV-16-CQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEj7L5TMaaLEN8QSSnoeVsO94LedphZzylPEmlN2UDQol
CCTV16奥林匹克,http://112.86.202.37:8112/JSBC_iptv/C10000193@JSBC
CCTV16奥林匹克,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv61&zy.m3u8
CCTV17农业农村,http://122.96.52.98:8006/JS_CUCC/G_CCTV-17-HQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEvZuARt3SsS1lp07gslq8B54LedphZzylPEmlN2UDQol
CCTV17农业农村,http://112.86.202.37:8112/JSBC_iptv/C10000041@JSBC
CCTV17农业农村,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv17&zy.m3u8
CCTV4K,http://38.75.136.137:98/gslb/dsdqpub/cctv4k.m3u8?auth=testpub
CCTV4K,http://192.151.150.154/live/cctv4k.m3u8
CCTV8K,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv8k&zy.m3u8
CCTV8K,http://38.75.136.137:98/gslb/dsdqpub/cctv8k.m3u8?auth=testpub
CCTV8K,http://192.151.150.154/live/cctv8k.m3u8
CCTV8K,http://112.86.202.37:8112/JSBC_iptv/C10000448@JSBC
兵器科技,http://38.75.136.137:98/gslb/dsdqpub/gfjs.m3u8?auth=testpub
兵器科技,http://207.56.13.146:81/cdnlive/gfjs.m3u8
第一剧场,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctvdyjcpd&zy.m3u
第一剧场,http://38.75.136.137:98/gslb/dsdqpub/dyjc.m3u8?auth=testpub
第一剧场,http://207.56.13.146:81/cdnlive/dyjc.m3u8
电视指南,http://38.75.136.137:98/gslb/dsdqpub/dszn.m3u8?auth=testpub
电视指南,http://192.151.150.154/live/dszn.m3u8
发现之旅,http://192.151.150.154/live/fxzl.m3u8
发现之旅,http://124.77.202.8:49155/624878970
风云剧场,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctvfyjcpd&zy.m3u8
风云剧场,http://38.75.136.137:98/gslb/dsdqpub/fyjc.m3u8?auth=testpub
风云剧场,http://207.56.13.146:81/cdnlive/fyjc.m3u8
风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub
风云足球,http://192.151.150.154/live/fyzq.m3u8
风云足球,http://207.56.13.146:81/cdnlive/fyzq.m3u8
高尔夫网球,http://192.151.150.154/live/gefwq.m3u8
高尔夫网球,http://207.56.13.146:81/cdnlive/gefwq.m3u8
高尔夫网球,http://38.75.136.137:98/gslb/dsdqpub/gefwq.m3u8?auth=testpub
怀旧剧场,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctvhjjcpd&zy.m3u8
怀旧剧场,http://38.75.136.137:98/gslb/dsdqpub/hjjc.m3u8?auth=testpub
怀旧剧场,http://207.56.13.146:81/cdnlive/hjjc.m3u8
怀旧剧场,http://192.151.150.154/live/hjjc.m3u8
老故事,http://192.151.150.154/live/lgs.m3u8
老故事,http://124.77.202.8:49155/884121956
女性时尚,http://38.75.136.137:98/gslb/dsdqpub/nxss.m3u8?auth=testpub
女性时尚,http://192.151.150.154/live/nxss.m3u8
女性时尚,http://207.56.13.146:81/cdnlive/nxss.m3u8
世界地理,http://192.151.150.154/live/sjdl.m3u8
世界地理,http://38.75.136.137:98/gslb/dsdqpub/sjdl.m3u8?auth=testpub
世界地理,http://207.56.13.146:81/cdnlive/sjdl.m3u8
卫生健康,http://38.75.136.137:98/gslb/dsdqpub/wsjk.m3u8?auth=testpub
卫生健康,http://207.56.13.146:81/cdnlive/wsjk.m3u8
卫生健康,http://192.151.150.154/live/wsjk.m3u8
央视文化精品,http://38.75.136.137:98/gslb/dsdqpub/ysjp.m3u8?auth=testpub
央视文化精品,http://192.151.150.154/live/ysjp.m3u8
央视文化精品,http://207.56.13.146:81/cdnlive/ysjp.m3u8
中学生,http://112.86.202.37:8112/JSBC_iptv/C10000471@JSBC
中学生,http://124.77.202.8:49155/708869532

卫视频道,#genre#
安徽卫视,http://122.96.52.98:8006/JS_CUCC/G_ANHUI-CQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEskFtG7MWVQxnUKuRKkLGSo%2FO6CZAJHwPFPgP2uDLMpD
安徽卫视,http://112.86.202.37:8112/JSBC_iptv/C10000192@JSBC
北京卫视,http://122.96.52.98:8006/JS_CUCC/G_BEIJING-CQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEt6ptYCV0fCKRLa0se%2BHo4x4LedphZzylPEmlN2UDQol
北京卫视,http://112.86.202.37:8112/JSBC_iptv/C10000046@JSBC
兵团卫视,http://122.96.52.98:8006/JS_CUCC/G_BINGTUAN.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEoU5XufNOd%2FprEwiDApHRL0QaHAEACuZbe%2FR8zzHoaHM
兵团卫视,http://112.86.202.37:8112/JSBC_iptv/C10000452@JSBC
重庆卫视,http://122.96.52.98:8006/JS_CUCC/G_CHONGQING-CQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEpFqHW6qVcpEGyFqe3ywDRylcT3GRWcrsYie743q87Gj
重庆卫视,http://112.86.202.37:8112/JSBC_iptv/C10000053@JSBC
东方卫视,http://122.96.52.98:8006/JS_CUCC/G_DONGFANG-CQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEquOD%2FF5rVZ9ggpQ6fpB0WEsKmCmtZP3IrDnQs4NTrMF
东方卫视,http://112.86.202.37:8112/JSBC_iptv/C10000045@JSBC
东南卫视,http://122.96.52.98:8006/JS_CUCC/DNWS.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEkRSpILeftJgnbffVmtM%2B%2F%2Bh6T6Tk%2FxC%2FR7C%2FVai0Y0n
东南卫视,http://112.86.202.37:8112/JSBC_iptv/C10000169@JSBC
甘肃卫视,http://122.96.52.98:8006/JS_CUCC/G_GANSU.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEjm6lyj63wOuif4yFIZD6C0T9hE%2Bnnruxo632KOPBAHY
甘肃卫视,http://112.86.202.37:8112/JSBC_iptv/C10000407@JSBC
广东卫视,http://122.96.52.98:8006/JS_CUCC/G_GUANGDONG-CQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEi%2B9f1ioQT23DodmBN6xoZyFyF4UiSgYamv7VsmPOuOJ
广东卫视,http://122.96.52.98:8006/JS_CUCC/G_NANFANG.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEnrADI1KfDcYhI8IZ2lK6GuxTZEnSNJCJ6fNvBQEArTZ
广东卫视,http://112.86.202.37:8112/JSBC_iptv/C10000047@JSBC
广西卫视,http://122.96.52.98:8006/JS_CUCC/GXWS.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEgjdSNp9%2FQYtow8vyvwfhjSh6T6Tk%2FxC%2FR7C%2FVai0Y0n
广西卫视,http://112.86.202.37:8112/JSBC_iptv/C10000198@JSBC
广西卫视,http://112.86.202.37:8112/JSBC_iptv/C10000187@JSBC
贵州卫视,http://122.96.52.98:8006/JS_CUCC/G_GUIZHOU-CQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEjbowJTKP62EVqjfs1FFeyhRh8qf%2BgGyioJpkBVK226g
贵州卫视,http://112.86.202.37:8112/JSBC_iptv/C10000171@JSBC
海南卫视,http://122.96.52.98:8006/JS_CUCC/LYWS.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEkeivJK3nCadzbUHoQEVeueh6T6Tk%2FxC%2FR7C%2FVai0Y0n
海南卫视,http://112.86.202.37:8112/JSBC_iptv/C10000200@JSBC
河北卫视,http://122.96.52.98:8006/JS_CUCC/G_HEBEI-CQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEpEhkv8WidhUJbTEeV4mCMAQaHAEACuZbe%2FR8zzHoaHM
河北卫视,http://112.86.202.37:8112/JSBC_iptv/C10000172@JSBC
河南卫视,http://122.96.52.98:8006/JS_CUCC/G_HENAN-CQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEo1biKSaN4IZAOln%2B3IklfYQaHAEACuZbe%2FR8zzHoaHM
河南卫视,http://112.86.202.37:8112/JSBC_iptv/C10000185@JSBC
黑龙江卫视,http://122.96.52.98:8006/JS_CUCC/G_HEILONGJIANG-CQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEjIJG6TGS8K9nHRTabedgo5tE8skulJrPPJnh%2Bpgatn9
黑龙江卫视,http://112.86.202.37:8112/JSBC_iptv/C10000050@JSBC
湖北卫视,http://122.96.52.98:8006/JS_CUCC/G_HUBEI-CQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEhiwo1rxJM5kmI3wVOY8TOIQaHAEACuZbe%2FR8zzHoaHM
湖北卫视,http://112.86.202.37:8112/JSBC_iptv/C10000051@JSBC
湖南卫视,http://122.96.52.98:8006/JS_CUCC/G_HUNAN-CQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEpvKElGYWiZ5gdKgfgfTV%2F9YXTUjY6TEKXN37EwEhDWj
湖南卫视,http://112.86.202.37:8112/JSBC_iptv/C10000043@JSBC
吉林卫视,http://122.96.52.98:8006/JS_CUCC/G_JILIN-CQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEnDt6k2ZFaQXrJv8xAOVlscQaHAEACuZbe%2FR8zzHoaHM
吉林卫视,http://112.86.202.37:8112/JSBC_iptv/C10000170@JSBC
江苏卫视,http://122.96.52.98:8006/JS_CUCC/G_JIANGSU-CQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEu%2B73CN7TjP4aPry8BxkIZp4LedphZzylPEmlN2UDQol
江苏卫视,http://112.86.202.37:8112/JSBC_iptv/C10000015@JSBC
江西卫视,http://122.96.52.98:8006/JS_CUCC/G_JIANGXI-CQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEjwe5POuS0%2FZquuTeN6RjT1Rh8qf%2BgGyioJpkBVK226g
江西卫视,http://112.86.202.37:8112/JSBC_iptv/C10000168@JSBC
康巴卫视,http://122.96.52.98:8006/JS_CUCC/G_KANGBA.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEjyVYKp1ipPlJzdAziGewvmx4woq%2BKfxLKpgAY1SY7bF
辽宁卫视,http://122.96.52.98:8006/JS_CUCC/G_LIAONING-CQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEi6sZkgRoUiBEDwKyjhRsS%2BFQDG8TIJt2CZVMmGDJyl6
辽宁卫视,http://112.86.202.37:8112/JSBC_iptv/C10000141@JSBC
内蒙古卫视,http://122.96.52.98:8006/JS_CUCC/G_NEIMENGGU.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEqOL8nNQ1S%2B6DijQQvjgUFFCUQh9FunMYS5q3FNcKI%2FK
内蒙古卫视,http://112.86.202.37:8112/JSBC_iptv/C10000469@JSBC
宁夏卫视,http://122.96.52.98:8006/JS_CUCC/G_NINGXIA.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEmJE4sSDPIaupwOnmeI8tXyxTZEnSNJCJ6fNvBQEArTZ
宁夏卫视,http://112.86.202.37:8112/JSBC_iptv/C10000453@JSBC
农林卫视,http://122.96.52.98:8006/JS_CUCC/G_NONGLIN.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEt21yETOwT7WedB5bCb%2F85GxTZEnSNJCJ6fNvBQEArTZ
青海卫视,http://122.96.52.98:8006/JS_CUCC/G_QINGHAI.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEngXlTLAv49uuyHNr0mXufixTZEnSNJCJ6fNvBQEArTZ
三沙卫视,http://38.75.136.137:98/gslb/dsdqpub/ssws.m3u8?auth=testpub
三沙卫视,http://112.86.202.37:8112/JSBC_iptv/C10000410@JSBC
山东卫视,http://122.96.52.98:8006/JS_CUCC/G_SHANDONG-CQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEhzmA3bkY8uR2T6FfCfBDoiFQDG8TIJt2CZVMmGDJyl6
山东卫视,http://112.86.202.37:8112/JSBC_iptv/C10000049@JSBC
山东教育卫视,http://122.96.52.98:8006/JS_CUCC/G_SDETV.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEg6%2Bh5nlom5Ljf0wuj86QlA3CITGH3H4QrNyNYWLeTps
山东教育卫视,http://112.86.202.37:8112/JSBC_iptv/C10000434@JSBC
山西卫视,http://122.96.52.98:8006/JS_CUCC/SXWS.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEqApGEhHKVP0W7v5nfXU0gOh6T6Tk%2FxC%2FR7C%2FVai0Y0n
山西卫视,http://112.86.202.37:8112/JSBC_iptv/C10000447@JSBC
陕西卫视,http://122.96.52.98:8006/JS_CUCC/G_SHANXI.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEmKbK5tLVW0G3wgUCR3i35Kx4woq%2BKfxLKpgAY1SY7bF
陕西卫视,http://112.86.202.37:8112/JSBC_iptv/C10000468@JSBC
深圳卫视,http://122.96.52.98:8006/JS_CUCC/G_SHENZHEN-CQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEvZLFHKtISZ64EC8%2FM6myNwsKmCmtZP3IrDnQs4NTrMF
深圳卫视,http://112.86.202.37:8112/JSBC_iptv/C10000048@JSBC
四川卫视,http://122.96.52.98:8006/JS_CUCC/G_SICHUAN-CQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEn7XS3iuqo%2FInP87aBoeBPlRh8qf%2BgGyioJpkBVK226g
四川卫视,http://112.86.202.37:8112/JSBC_iptv/C10000167@JSBC
天津卫视,http://122.96.52.98:8006/JS_CUCC/G_TIANJIN-CQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEj0L6Dg1hhqIlpu3cjkIsD94LedphZzylPEmlN2UDQol
天津卫视,http://112.86.202.37:8112/JSBC_iptv/C10000052@JSBC
西藏卫视,http://112.86.202.37:8112/JSBC_iptv/C10000450@JSBC
厦门卫视,http://122.96.52.98:8006/JS_CUCC/G_XIAMEN.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEqpfNU%2Bas2DIpy9699kPhPmx4woq%2BKfxLKpgAY1SY7bF
新疆卫视,http://122.96.52.98:8006/JS_CUCC/G_XINJIANG.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEnwoM6X8D28QRog9H0tGRT4QaHAEACuZbe%2FR8zzHoaHM
新疆卫视,http://112.86.202.37:8112/JSBC_iptv/C10000451@JSBC
延边卫视,http://122.96.52.98:8006/JS_CUCC/G_YANBIAN.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEtfnNLUhqvr5DhrV6Ru5HyqxTZEnSNJCJ6fNvBQEArTZ
云南卫视,http://122.96.52.98:8006/JS_CUCC/G_YUNNAN.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEulJCh%2BGH2so9fYg69UqP3yx4woq%2BKfxLKpgAY1SY7bF
云南卫视,http://112.86.202.37:8112/JSBC_iptv/C10000202@JSBC
浙江卫视,http://122.96.52.98:8006/JS_CUCC/G_ZHEJIANG-CQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEoNd2dktho8dQKmJgOb8jA8sKmCmtZP3IrDnQs4NTrMF
浙江卫视,http://112.86.202.37:8112/JSBC_iptv/C10000044@JSBC

江苏频道,#genre#
江苏城市,http://122.96.52.98:8006/JS_CUCC/G_JSCS.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtErf9B6OvkNf7eoPnVhcls1vEl4iMNl0LfXN60kch0at8
江苏城市,http://112.86.202.37:8112/JSBC_iptv/C10000224@JSBC
江苏国际,http://112.86.202.37:8112/JSBC_iptv/C10000470@JSBC
江苏教育,http://122.96.52.98:8006/JS_CUCC/G_JSJY.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEjsYt23pVNf2zqF2rhGnDDHEl4iMNl0LfXN60kch0at8
江苏教育,http://112.86.202.37:8112/JSBC_iptv/C10000231@JSBC
江苏体育休闲,http://122.96.52.98:8006/JS_CUCC/G_JSTY.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEoAQpkXItVA4eG3wN%2BSQc93El4iMNl0LfXN60kch0at8
江苏体育休闲,http://112.86.202.37:8112/JSBC_iptv/C10000226@JSBC
江苏新闻,http://122.96.52.98:8006/JS_CUCC/G_JSGG.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEnaaipXQfT6mvlq1T4j6uU3El4iMNl0LfXN60kch0at8
江苏新闻,http://112.86.202.37:8112/JSBC_iptv/C10000229@JSBC
江苏影视,http://122.96.52.98:8006/JS_CUCC/G_JSYS.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEsbz4xIpXVtCFIMno2yuqVbEl4iMNl0LfXN60kch0at8
江苏影视,http://112.86.202.37:8112/JSBC_iptv/C10000227@JSBC
江苏综艺,http://122.96.52.98:8006/JS_CUCC/G_JSZY.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEncrSBfKQn4Q5ZoKMcKsr4jEl4iMNl0LfXN60kch0at8
江苏综艺,http://112.86.202.37:8112/JSBC_iptv/C10000225@JSBC
财富天下,http://112.86.202.37:8112/JSBC_iptv/C10000467@JSBC

河南频道,#genre#
河南卫视,http://122.96.52.98:8006/JS_CUCC/G_HENAN-CQ.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEo1biKSaN4IZAOln%2B3IklfYQaHAEACuZbe%2FR8zzHoaHM
河南卫视,http://112.86.202.37:8112/JSBC_iptv/C10000185@JSBC
梨园频道,http://112.86.202.37:8112/JSBC_iptv/C10000235@JSBC
文物宝库,http://112.86.202.37:8112/JSBC_iptv/C10000237@JSBC
武术世界,http://112.86.202.37:8112/JSBC_iptv/C10000236@JSBC

湖南频道,#genre#
金鹰纪实,http://112.86.202.37:8112/JSBC_iptv/C10000187@JSBC
快乐垂钓,http://112.86.202.37:8112/JSBC_iptv/C10000142@JSBC
茶频道,http://112.86.202.37:8112/JSBC_iptv/C10000160@JSBC
金鹰卡通,http://122.96.52.98:8006/JS_CUCC/G_JINYING.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEhq0dyfDyv%2BvSb71EJmi%2FwuxTZEnSNJCJ6fNvBQEArTZ
金鹰卡通,http://112.86.202.37:8112/JSBC_iptv/C10000216@JSBC

上海频道,#genre#
东方财经,http://112.86.202.37:8112/JSBC_iptv/C10000420@JSBC
法治天地,http://112.86.202.37:8112/JSBC_iptv/C10000422@JSBC
生活时尚,http://112.86.202.37:8112/JSBC_iptv/C10000423@JSBC
都市剧场,http://112.86.202.37:8112/JSBC_iptv/C10000424@JSBC

浙江频道,#genre#
钱江,http://ali-xwl.cztv.com/live/channel02720Plxw.m3u8
钱江,http://ali-xwl.cztv.com/live/channel021080Plxw.m3u8
浙江国际,http://ali-xwl.cztv.com/live/channel10720Plxw.m3u8
浙江国际,http://ali-xwl.cztv.com/live/channel101080Plxw.m3u8
浙江经济生活,http://ali-xwl.cztv.com/live/channel03720Plxw.m3u8
浙江经济生活,http://ali-xwl.cztv.com/live/channel031080Plxw.m3u8
浙江科教影视,http://ali-xwl.cztv.com/live/channel04720Plxw.m3u8
浙江科教影视,http://ali-xwl.cztv.com/live/channel041080Plxw.m3u8
浙江民生休闲,http://ali-xwl.cztv.com/live/channel06720Plxw.m3u8
浙江民生休闲,http://ali-xwl.cztv.com/live/channel061080Plxw.m3u8
浙江少儿,http://ali-xwl.cztv.com/live/channel08720Plxw.m3u8
浙江少儿,http://ali-xwl.cztv.com/live/channel081080Plxw.m3u8
浙江卫视,http://ali-xwl.cztv.com/live/channel01720Plxw.m3u8
浙江卫视,http://ali-xwl.cztv.com/live/channel011080Plxw.m3u8
浙江新闻,http://ali-xwl.cztv.com/live/channel07720Plxw.m3u8
浙江新闻,http://ali-xwl.cztv.com/live/channel071080Plxw.m3u8
之江纪录,http://ali-xwl.cztv.com/live/channel12720Plxw.m3u8
之江纪录,http://ali-xwl.cztv.com/live/channel121080Plxw.m3u8

台湾频道,#genre#
TVBS,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
TVBS新闻台,http://38.64.72.148/hls/modn/list/4027/playlist.m3u8
